,0
1509,-0.39291954
1510,-0.32416725
1511,-0.30422878
1512,-0.46510887
1513,-0.46167088
1514,-0.2891035
1515,-0.32347965
1516,-0.6404271
1517,-0.29597855
1518,-0.27054024
1519,-0.36129284
1520,-0.35991764
1521,-0.20797634
1522,-0.39979362
1523,-0.24785233
1524,-0.30697823
1525,-0.15159893
1526,-0.3819189
1527,-0.35098076
1528,-0.37298012
1529,-0.46648407
1530,-0.031282425
1531,-0.45204544
1532,-0.069784164
1533,-0.28154087
1534,-0.21003819
1535,-0.3255415
1536,-0.30835438
1537,-0.46717167
1538,-0.35716724
1539,0.041594505
1540,-0.25816536
1541,-0.7050533
1542,-0.17703724
1543,-0.54692364
1544,-0.39085674
1545,-0.45204544
1546,0.03128147
1547,-0.2334137
1548,-0.46510887
1549,-0.025782585
1550,-0.49054718
1551,-0.17428684
1552,0.20591164
1553,-0.6775527
1554,-0.26229
1555,-0.40254402
1556,-0.3777933
1557,-0.32072926
1558,-0.3276043
1559,-0.07872105
1560,-0.0794096
1561,-0.48779678
1562,-0.19628811
1563,-0.41698265
1564,-0.15916157
1565,-0.11034775
1566,-0.33447933
1567,-0.24166393
1568,-0.026470184
1569,-0.40254402
