time,served_request,request_rate,avgResponseTime,performance,cpu_usage,memory
1602542878,2136,426,669.934585969546,0.637375661658123,31.7,71303168
1602542888,2157,430,672.971828038017,0.638956910356296,31.8,71565312
1602542898,2161,432,664.392474071674,0.648712947271441,31.8,71073792
1602542908,2283,457,3.01581769985846,151.534358333877,34.1,65830912
1602542918,2313,462,3.26069278527378,141.687681245692,36.9,65880064
1602542928,2315,460,3.11364344850215,147.736890112221,36.5,65970176
1602542938,2313,463,2.9873183110654,154.988505337711,37.4,65642496
1602542948,2310,462,3.24360663756664,142.434040752424,36.6,66027520
1602542958,2131,425,661.259802671063,0.642712589338221,31.8,71643136
1602542968,2130,425,674.088193441221,0.63196478464527,31.8,71479296
1602542978,2146,429,672.328083290747,0.636593964519718,31.6,71380992
1602542988,2145,425,676.04151716877,0.633097212420391,31.8,71618560
1602542998,2124,425,682.30371915239,0.62288976019062,31.5,71569408
1602543008,2116,423,683.139030897324,0.617736625948147,31.6,71471104
1602543018,2130,426,667.530467812444,0.636675059031781,31.8,71536640
1602543028,2163,431,652.173015292023,0.662400911829454,31.9,71454720
1602543038,2158,435,657.251294284534,0.655761356041413,31.9,71323648
1602543048,2285,458,3.20788608859874,143.084881234202,34.6,66170880
1602543058,2337,465,3.20462503135332,145.102779716986,37,65916928
1602543068,2246,456,3.23245276963191,141.069346560608,37.2,65900544
1602543078,2336,466,3.32792338034878,140.027262271634,37,66138112
1602543088,2299,463,3.67959855483272,125.557175087271,37.3,66088960
1602543098,2326,465,3.42589816653513,135.7308295215,37.1,66052096
1602543108,2146,482,119.722157577877,3.5916492711075,35.7,71000064
1602543118,2124,423,680.809262894417,0.624257076340501,31.5,71417856
1602543128,2112,423,688.093519459168,0.613288729025796,31.3,71786496
1602543138,2122,424,668.729678849698,0.63403795795236,31.6,71671808
1602543148,2128,425,668.285797861286,0.637451822802949,31.6,71237632
1602543158,2128,426,673.992870669616,0.627603077729512,31.6,71598080
1602543168,2150,430,662.64382750489,0.647406619051068,31.8,71499776
1602543178,1811,303,361.643471288655,0.998220702598717,25.2,65536000
1602543188,2243,451,3.10998403010919,145.016821833701,35.9,66035712
1602543198,2316,462,3.3587910144852,137.549492661963,37.4,66109440
1602543208,2336,463,3.48081378495857,133.01487198216,36.9,65986560
1602543218,2383,466,3.42264697674788,136.151932456318,37.2,65658880
1602543228,2298,460,3.38205697746044,136.011901356378,37.1,65855488
1602543238,2313,462,3.27228365962865,141.185804183134,37.1,66125824
1602543248,2151,490,58.5086468705905,7.38352402774753,36.8,70418432
1602543258,2152,430,667.530998089056,0.644164842128624,31.6,71311360
1602543268,2144,426,678.10745781927,0.63116840120946,32.3,70967296
1602543278,2133,428,673.041281764964,0.632947802076671,31.7,71245824
1602543288,2103,420,675.340591472385,0.621908419697255,31.9,71172096
1602543298,2143,430,673.903028930507,0.636590105079107,31.7,72015872
1602543308,2137,429,675.902265112256,0.631748141765855,31.5,71467008
1602543318,2286,456,2.83993531608415,160.214916664855,33.9,66002944
1602543328,2303,460,3.31132410921535,139.219232184807,36.6,66043904
1602543338,2300,460,3.58169348343559,128.710064703193,36.9,66232320
1602543348,2307,464,3.3412493303528,138.870211146741,36.9,65986560
1602543358,2068,471,353.748597882011,1.17597639253047,34.5,71196672
